first_seen_at,module,version
2026-09-26T12:19:59.697293Z,github.com/SwitchbackTech/compass-calendar,v1.0.48
2026-09-26T12:20:01.285684Z,github.com/informasjonsforvaltning/ai-project-service,v0.0.0-20260925212402-93bc17c1789d
2026-09-26T12:20:02.232385Z,github.com/jandedobbeleer/Oh-my-posh,v27.4.1+incompatible
2026-09-26T12:20:03.444744Z,github.com/clap-rs/clap-rs,v4.0.12+incompatible
2026-09-26T12:20:06.642493Z,github.com/awslabs/diagram-as-code,v0.22.5-0.20260916045820-4ec965cf8bdb
2026-09-26T12:20:06.75416Z,github.com/freeb5d/kite,v0.2.0
2026-09-26T12:20:06.9531Z,github.com/JoeJoeflyn/rune-go-sdk,v0.0.6
2026-09-26T12:20:07.437784Z,github.com/tecnickcom/farmhash64,v1.10.7
2026-09-26T12:20:08.202321Z,github.com/JanDeDobbeleer/oh-My-Posh,v21.23.4+incompatible
2026-09-26T12:20:11.301917Z,github.com/inercia/mcpshell,v0.2.1-0.20260812090412-da50818e2504
2026-09-26T12:20:11.330586Z,github.com/trim21/graphql,v0.0.51
2026-09-26T12:20:20.933617Z,github.com/project-starkite/starkite/aikite,v0.0.0-20260924195355-585cf0facaae
2026-09-26T12:20:21.122032Z,github.com/SumoLogic/sumologic-otel-collector/pkg/configprovider/opampprovider,v0.104.0-sumo-0-rc.0.0.20240725194629-cb1cafcb6c9d
2026-09-26T12:20:23.24396Z,github.com/xujintao/balgass,v0.0.0-20260925214417-313e283ee3ff
2026-09-26T12:20:24.291719Z,github.com/gojue/moling-minecraft,v0.2.1
2026-09-26T12:20:24.883841Z,github.com/mikepopoloski/slang,v0.0.0-20260926121449-97a2b64cb23c
2026-09-26T12:20:32.090507Z,github.com/project-starkite/starkite/cloudkite,v0.0.0-20260924195355-585cf0facaae
2026-09-26T12:20:35.749288Z,github.com/mpyw/ctxweaver/internal/testdata/basic_otel,v0.0.0-20260926120157-d7eb7859bd25
2026-09-26T12:20:50.000628Z,github.com/joejoeflyn/rune-go-sdk,v0.0.7
2026-09-26T12:20:56.725542Z,github.com/moezdil/siltide,v0.0.16-main.1
2026-09-26T12:20:56.902426Z,github.com/Istio/client-go,v1.11.2
2026-09-26T12:21:08.434007Z,github.com/floatdrop/moq-go,v0.0.0-20260926121513-2dc59e583b68
2026-09-26T12:21:08.691145Z,github.com/palantir/gradle-consistent-versions,v0.0.0-20260926122040-12dc3836c395
2026-09-26T12:21:15.696439Z,github.com/palantir/gradle-baseline,v0.0.0-20260926115937-607fc5f8d972
2026-09-26T12:21:24.071793Z,github.com/dadoum/anisette-v3-server,v0.0.0-20260923132955-684895737aaf
2026-09-26T12:21:29.760084Z,github.com/navidrome/navidROME,v0.64.2
2026-09-26T12:21:33.646546Z,github.com/pagefaultgames/pokerogue-locales,v0.0.0-20260926121914-b904a8a0e711
2026-09-26T12:21:34.280855Z,github.com/pijalu/goa,v0.0.0-20260926101812-aa5912eb05f7
2026-09-26T12:21:44.279083Z,github.com/wangle201210/dify-retriever-mcp,v0.0.3-0.20250403094328-135537bd67c5
2026-09-26T12:21:57.0568Z,github.com/swat-engineering/borg-backup-remotely,v0.3.1-0.20260106161451-868df2e266b8
2026-09-26T12:22:04.629742Z,github.com/rmorlok/authproxy,v0.0.0-20260926115737-3c6a21ad4cf4
2026-09-26T12:22:08.334968Z,new.git.deavmi.assigned.network/deavmi/go-niknaks.git,v1.0.8
2026-09-26T12:22:14.767036Z,github.com/lmangani/gigapipe-mcp,v0.0.0-20250608163431-24fe7e439c36
2026-09-26T12:22:24.349222Z,github.com/Get-Sybers/GoDFIR-toolz,v0.0.0-20260926121204-e37747b800b5
2026-09-26T12:22:27.006489Z,github.com/cycfi/q,v0.0.0-20260925230846-6cd1aba65376
2026-09-26T12:22:27.592378Z,github.com/MarkRosemaker/openapi-compress,v0.0.0-20260926121429-12ee7c1845d7
2026-09-26T12:22:31.088052Z,github.com/linkmauve/resources,v0.0.0-20210118153837-6e0cec36d504
2026-09-26T12:22:32.065088Z,github.com/cyclenerd/google-cloud-pricing-cost-calculator/gcosts,v0.0.0-20260926073906-ae3c3ea1fa14
2026-09-26T12:22:36.588779Z,github.com/Linkmauve/resources,v0.0.0-20210118153837-6e0cec36d504
